loss: 6.4062 | epoch: 99/30000 | score: 41 | time left: 1 day, 19:01:48 | avg_q: 2.8798 | epsilon: 0.1 | reward: -86 | avg time per epoch: 0:00:05 | time elapsed: 0:08:32 | 
loss: 6.4511 | epoch: 100/30000 | score: 49 | time left: 1 day, 19:04:29 | avg_q: 2.7493 | epsilon: 0.1 | reward: -80 | avg time per epoch: 0:00:05 | time elapsed: 0:08:38 | 
loss: 4.0655 | epoch: 101/30000 | score: 41 | time left: 1 day, 19:02:46 | avg_q: 2.6624 | epsilon: 0.1 | reward: -88 | avg time per epoch: 0:00:05 | time elapsed: 0:08:43 | 
loss: 10.2708 | epoch: 102/30000 | score: 171 | time left: 1 day, 20:06:02 | avg_q: 2.6424 | epsilon: 0.1 | reward: -35 | avg time per epoch: 0:00:05 | time elapsed: 0:09:01 | 
loss: 9.8310 | epoch: 103/30000 | score: 147 | time left: 1 day, 20:55:10 | avg_q: 2.6548 | epsilon: 0.1 | reward: -51 | avg time per epoch: 0:00:05 | time elapsed: 0:09:17 | 
loss: 10.0827 | epoch: 104/30000 | score: 84 | time left: 1 day, 21:13:48 | avg_q: 2.6956 | epsilon: 0.1 | reward: -68 | avg time per epoch: 0:00:05 | time elapsed: 0:09:26 | 
loss: 3.9260 | epoch: 105/30000 | score: 55 | time left: 1 day, 21:17:56 | avg_q: 2.8069 | epsilon: 0.1 | reward: -80 | avg time per epoch: 0:00:05 | time elapsed: 0:09:32 | 
loss: 3.9564 | epoch: 106/30000 | score: 99 | time left: 1 day, 21:43:07 | avg_q: 3.0653 | epsilon: 0.1 | reward: -66 | avg time per epoch: 0:00:05 | time elapsed: 0:09:43 | 
loss: 10.1320 | epoch: 107/30000 | score: 152 | time left: 1 day, 22:32:13 | avg_q: 3.2107 | epsilon: 0.1 | reward: -57 | avg time per epoch: 0:00:05 | time elapsed: 0:09:59 | 
loss: 0.6672 | epoch: 108/30000 | score: 176 | time left: 1 day, 23:30:49 | avg_q: 3.2181 | epsilon: 0.1 | reward: -46 | avg time per epoch: 0:00:05 | time elapsed: 0:10:17 | 
loss: 3.9288 | epoch: 109/30000 | score: 41 | time left: 1 day, 23:26:43 | avg_q: 3.1542 | epsilon: 0.1 | reward: -84 | avg time per epoch: 0:00:05 | time elapsed: 0:10:22 | 
loss: 12.7808 | epoch: 110/30000 | score: 120 | time left: 1 day, 23:59:16 | avg_q: 2.9772 | epsilon: 0.1 | reward: -56 | avg time per epoch: 0:00:05 | time elapsed: 0:10:35 | 
loss: 9.7887 | epoch: 111/30000 | score: 108 | time left: 2 days, 0:25:47 | avg_q: 2.7422 | epsilon: 0.1 | reward: -74 | avg time per epoch: 0:00:05 | time elapsed: 0:10:47 | 
loss: 3.4819 | epoch: 112/30000 | score: 67 | time left: 2 days, 0:34:49 | avg_q: 2.6040 | epsilon: 0.1 | reward: -78 | avg time per epoch: 0:00:05 | time elapsed: 0:10:55 | 
loss: 9.9975 | epoch: 113/30000 | score: 90 | time left: 2 days, 0:52:47 | avg_q: 2.6988 | epsilon: 0.1 | reward: -78 | avg time per epoch: 0:00:05 | time elapsed: 0:11:05 | 
loss: 4.0939 | epoch: 114/30000 | score: 53 | time left: 2 days, 0:53:27 | avg_q: 2.9407 | epsilon: 0.1 | reward: -88 | avg time per epoch: 0:00:05 | time elapsed: 0:11:11 | 
loss: 10.3754 | epoch: 115/30000 | score: 60 | time left: 2 days, 0:57:58 | avg_q: 3.1779 | epsilon: 0.1 | reward: -86 | avg time per epoch: 0:00:05 | time elapsed: 0:11:18 | 
loss: 3.8779 | epoch: 116/30000 | score: 74 | time left: 2 days, 1:08:11 | avg_q: 3.3540 | epsilon: 0.1 | reward: -87 | avg time per epoch: 0:00:05 | time elapsed: 0:11:26 | 
loss: 6.7675 | epoch: 117/30000 | score: 76 | time left: 2 days, 1:18:48 | avg_q: 3.4434 | epsilon: 0.1 | reward: -78 | avg time per epoch: 0:00:05 | time elapsed: 0:11:35 | 
loss: 16.3112 | epoch: 118/30000 | score: 60 | time left: 2 days, 1:22:12 | avg_q: 3.3839 | epsilon: 0.1 | reward: -79 | avg time per epoch: 0:00:05 | time elapsed: 0:11:41 | 
loss: 0.4990 | epoch: 119/30000 | score: 82 | time left: 2 days, 1:35:02 | avg_q: 3.2241 | epsilon: 0.1 | reward: -80 | avg time per epoch: 0:00:05 | time elapsed: 0:11:50 | 
loss: 3.9620 | epoch: 120/30000 | score: 107 | time left: 2 days, 1:58:22 | avg_q: 3.0870 | epsilon: 0.1 | reward: -67 | avg time per epoch: 0:00:06 | time elapsed: 0:12:02 | 
