loss: No train | epoch: 1/20000 | score: 51 | time left: 17:06:22 | avg_q: 0.0324 | epsilon: 1.0 | reward: -95 | avg time per epoch: 0:00:03 | time elapsed: 0:00:03 | 
loss: 3.6408 | epoch: 97/20000 | score: 59 | time left: 1 day, 7:28:51 | avg_q: 3.8940 | epsilon: 0.95 | reward: -82 | avg time per epoch: 0:00:05 | time elapsed: 0:09:12 | 
loss: 6.8401 | epoch: 98/20000 | score: 51 | time left: 1 day, 7:29:45 | avg_q: 4.4095 | epsilon: 0.95 | reward: -84 | avg time per epoch: 0:00:05 | time elapsed: 0:09:18 | 
loss: 6.6246 | epoch: 99/20000 | score: 58 | time left: 1 day, 7:32:38 | avg_q: 3.7083 | epsilon: 0.95 | reward: -85 | avg time per epoch: 0:00:05 | time elapsed: 0:09:24 | 
loss: 13.3619 | epoch: 100/20000 | score: 42 | time left: 1 day, 7:29:54 | avg_q: 4.3736 | epsilon: 0.95 | reward: -88 | avg time per epoch: 0:00:05 | time elapsed: 0:09:29 | 
loss: 0.8516 | epoch: 101/20000 | score: 87 | time left: 1 day, 7:43:00 | avg_q: 5.4215 | epsilon: 0.95 | reward: -69 | avg time per epoch: 0:00:05 | time elapsed: 0:09:39 | 
loss: 0.7903 | epoch: 102/20000 | score: 42 | time left: 1 day, 7:41:10 | avg_q: 4.1086 | epsilon: 0.95 | reward: -87 | avg time per epoch: 0:00:05 | time elapsed: 0:09:44 | 
loss: 4.2686 | epoch: 103/20000 | score: 51 | time left: 1 day, 7:41:28 | avg_q: 6.0197 | epsilon: 0.95 | reward: -83 | avg time per epoch: 0:00:05 | time elapsed: 0:09:50 | 
loss: 16.7113 | epoch: 104/20000 | score: 42 | time left: 1 day, 7:38:53 | avg_q: 4.2369 | epsilon: 0.95 | reward: -90 | avg time per epoch: 0:00:05 | time elapsed: 0:09:55 | 
loss: 4.0961 | epoch: 105/20000 | score: 43 | time left: 1 day, 7:36:22 | avg_q: 5.4246 | epsilon: 0.95 | reward: -91 | avg time per epoch: 0:00:05 | time elapsed: 0:10:00 | 
loss: 10.3878 | epoch: 106/20000 | score: 50 | time left: 1 day, 7:36:11 | avg_q: 3.7708 | epsilon: 0.95 | reward: -91 | avg time per epoch: 0:00:05 | time elapsed: 0:10:06 | 
loss: 20.1683 | epoch: 107/20000 | score: 91 | time left: 1 day, 7:49:21 | avg_q: 4.6309 | epsilon: 0.95 | reward: -65 | avg time per epoch: 0:00:05 | time elapsed: 0:10:16 | 
loss: 3.9140 | epoch: 108/20000 | score: 88 | time left: 1 day, 8:01:30 | avg_q: 5.0355 | epsilon: 0.94 | reward: -75 | avg time per epoch: 0:00:05 | time elapsed: 0:10:25 | 
loss: 6.8795 | epoch: 109/20000 | score: 42 | time left: 1 day, 7:58:49 | avg_q: 5.2158 | epsilon: 0.94 | reward: -90 | avg time per epoch: 0:00:05 | time elapsed: 0:10:30 | 
